+ go run ../tasks//go/rpc/server.go
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
2018/05/16 15:27:16 Hello World %!d(string=Stefanos) 
